Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,,,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P08133,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,0,196.753,53,31,46,31,673,75.8,5.6,95.27,31,0,194164284.1,8.288169346,0.772845466,High,1,
FALSE,High,Master Protein,P60866,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1,0,52.46,43,7,14,7,119,13.4,9.94,34.69,7,0,193591462.5,8.286886201,0.772725817,High,1,
FALSE,High,Master Protein,P62851,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,0,16.904,28,4,10,4,125,13.7,10.11,20.39,4,0,193085098.7,8.285748758,0.772619754,High,1,
FALSE,High,Master Protein,P61353,60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2,0,57.453,45,6,16,6,136,15.8,10.56,36.14,6,0,188254684.8,8.274745792,0.771593763,High,1,
FALSE,High,Master Protein,P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3,0,166.279,37,21,38,21,814,92.4,5,107.04,21,0,185444235.9,8.268213339,0.770984632,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,0,245.935,42,23,59,23,609,69.8,6.64,150.36,23,0,185321505.9,8.267925821,0.770957822,High,1,
FALSE,High,Master Protein,P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",0,180.73,57,27,39,24,430,48,5.45,85.67,27,3,184904917.6,8.266948462,0.770866686,High,1,Phospho [S60]
FALSE,High,Master Protein,P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,0,153.98,67,9,31,9,132,14.5,7.21,93.94,9,0,179868853.6,8.254955967,0.769748424,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,183.747,37,24,44,23,803,92.4,4.84,105.42,24,0,178131582.1,8.250740925,0.769355385,High,1,
FALSE,High,Master Protein,P08708,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,0,98.961,50,8,20,8,135,15.5,9.85,53.46,8,0,176168675.2,8.245928688,0.768906659,High,1,
FALSE,High,Master Protein,P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",0,247.333,47,26,48,23,584,58.8,5.21,130.06,26,2,176092722.3,8.245741407,0.768889196,High,1,
FALSE,High,Master Protein,P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,0,141.241,31,12,27,12,403,46.1,10.18,72.28,12,0,175035953,8.243127263,0.768645435,High,1,
FALSE,High,Master Protein,P62280,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,0,61.388,56,11,19,11,158,18.4,10.3,35.87,11,0,172788448,8.237514704,0.768122082,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,0,507.774,36,41,67,41,1782,191.4,4.41,201.5,41,0,169721002.2,8.229735588,0.767396704,High,1,Phospho [S371]
FALSE,High,Master Protein,P62318,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1,0,16.296,32,3,3,3,126,13.9,10.32,7.17,3,0,169400828.5,8.22891553,0.767320236,High,1,
FALSE,High,Master Protein,Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1,0,203.076,31,24,46,24,913,105.3,5.68,126.64,24,0,168228779.6,8.225900294,0.767039075,High,1,
FALSE,High,Master Protein,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0,97.523,38,10,20,9,334,36.6,6.05,42.27,10,0,166094146.9,8.220354328,0.766521931,High,1,
FALSE,High,Master Protein,P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,0,180.74,41,24,40,23,732,82.7,5.81,99.58,24,1,161575055.2,8.208374313,0.765404833,High,1,
FALSE,High,Master Protein,P62424,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,0,109.821,36,13,30,13,266,30,10.61,87.66,13,0,159028725.8,8.201475579,0.764761548,High,1,
FALSE,High,Master Protein,P15880,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,0,67.403,32,9,24,9,293,31.3,10.24,60.04,9,0,157043773,8.196020721,0.7642529,High,1,
FALSE,High,Master Protein,P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,0,112.055,53,9,21,9,194,22.1,10.1,80.7,9,0,155126041.5,8.19068471,0.763755334,High,1,
FALSE,High,Master Protein,P26640,Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4,0,259.58,32,29,48,29,1264,140.4,7.59,122.17,29,0,150365027.2,8.177146837,0.76249297,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,0,67.413,45,13,19,13,288,32.7,10.58,34.47,13,0,148951953.7,8.173046204,0.762110599,High,1,
FALSE,High,Master Protein,P46782,40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,0,85.72,41,8,21,8,204,22.9,9.72,68.6,8,0,146575479.2,8.166061323,0.761459281,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,0,141.396,44,12,22,12,335,36,8.46,72.28,12,0,144208844.3,8.158991896,0.760800079,High,1,
FALSE,High,Master Protein,P62244,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,0,32.513,37,6,17,6,130,14.8,10.13,36.57,6,0,140231962,8.14684701,0.759667607,High,1,
FALSE,High,Master Protein,P62753,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,0,71.158,24,8,28,8,249,28.7,10.84,79.74,8,0,135838199.8,8.133021917,0.758378461,High,1,
FALSE,High,Master Protein,Q13813,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3",0,382.379,24,47,61,47,2472,284.4,5.35,128.7,47,0,134829595,8.12978523,0.758076651,High,1,
FALSE,High,Master Protein,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,0,123.034,65,14,22,14,227,24.6,7.21,60.95,14,0,133435098.7,8.125270081,0.757655627,High,1,
FALSE,High,Master Protein,P26373,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,0,34.287,33,8,19,8,211,24.2,11.65,32.95,8,0,129435609.6,8.112053774,0.756423249,High,1,
FALSE,High,Master Protein,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,0,108.519,38,10,27,9,332,36.7,8.27,61.62,10,1,129189487.8,8.111227176,0.756346171,High,1,
FALSE,High,Master Protein,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,0,107.308,46,13,20,12,364,39.4,8.09,60.85,13,0,127824963.9,8.106615679,0.755916163,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P18621,60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3,0,70.439,39,7,19,7,184,21.4,10.17,45.41,7,0,126206517.3,8.101081782,0.755400145,High,1,Met-loss [N-Term]; Phospho [S5]
FALSE,High,Master Protein,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",0,156.811,24,23,35,23,1176,134.4,7.3,88.18,23,0,125956028.5,8.100218959,0.75531969,High,1,
FALSE,High,Master Protein,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,0,71.033,43,11,22,11,249,28.7,6.02,45.61,11,0,124519783.8,8.095238358,0.754855264,High,1,
FALSE,High,Master Protein,P22392,Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1,0,77.169,56,9,19,3,152,17.3,8.41,43.44,9,6,122300548.6,8.087428405,0.754127011,High,1,
FALSE,High,Master Protein,P27635,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,0,85.801,37,9,21,5,214,24.6,10.08,54.88,9,4,120580433.3,8.08127684,0.753553397,High,1,
FALSE,High,Master Protein,P62750,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1,0,49.326,35,8,14,8,156,17.7,10.45,26.91,8,0,119517928.7,8.077433058,0.753194977,High,1,
FALSE,High,Master Protein,P62263,40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3,0,71.47,60,6,15,6,151,16.3,10.05,51.31,6,0,117749672.6,8.070959708,0.752591357,High,1,
FALSE,High,Master Protein,P08727,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",0,157.059,53,21,34,16,400,44.1,5.14,96.58,21,2,115945951.2,8.064255588,0.75196622,High,1,
FALSE,High,Master Protein,Q9NRR5,Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2,0,117.887,27,12,23,9,601,63.8,5.22,60.44,12,0,114970618.8,8.060586869,0.751624123,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9ULV4,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,0,110.744,31,14,25,14,474,53.2,7.08,60.17,14,0,111295110.9,8.046476086,0.750308338,High,1,
FALSE,High,Master Protein,P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,0,86.872,62,6,20,6,115,12.8,9.63,61.51,6,0,110492812.1,8.043334027,0.75001535,High,1,
FALSE,High,Master Protein,P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5,0,248.742,34,36,42,36,1512,170.5,7.33,105.69,36,0,108127994.5,8.033938148,0.749139215,High,1,
FALSE,High,Master Protein,P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1,0,139.461,50,19,27,19,445,52.2,6.04,70.53,19,0,107383875.8,8.030939075,0.748859561,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P67809,Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3,0,137.902,52,12,23,5,324,35.9,9.88,57.63,12,5,105958667.7,8.025136489,0.748318488,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,0,54.468,35,7,15,7,188,21.6,11.72,44.86,7,0,105933775,8.025034449,0.748308973,High,1,
FALSE,High,Master Protein,P83731,60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,0,27.277,27,5,9,5,157,17.8,11.25,20.8,5,0,102463326.5,8.010568451,0.746960065,High,1,
FALSE,High,Master Protein,Q5QNW6,Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3,0,19.109,26,3,7,3,126,13.9,10.32,15.53,3,0,99055386.5,7.995878097,0.745590236,High,1,
FALSE,High,Master Protein,Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,0,74.405,25,8,12,8,414,44.7,6.19,29.87,8,0,99028971.19,7.995762267,0.745579435,High,1,
FALSE,High,Master Protein,Q9UHB6,LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1,0,102.713,28,17,24,17,759,85.2,6.84,40.84,17,0,98518637.41,7.993518397,0.745370201,High,1,Phospho [T487; S490]
FALSE,High,Master Protein,P28065,Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2,0,22.179,16,3,8,3,219,23.3,5.03,16.58,3,0,98312324,7.992607962,0.745285306,High,1,
FALSE,High,Master Protein,P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0,140.513,39,18,29,17,541,59.6,5.66,73.55,18,1,96796710.41,7.985860598,0.744656136,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q04727,Transducin-like enhancer protein 4 OS=Homo sapiens OX=9606 GN=TLE4 PE=1 SV=3,0.006,2.708,2,1,3,1,773,83.7,7.5,1.88,1,0,96403035,7.984090707,0.744491099,High,1,Phospho [T440]
FALSE,High,Master Protein,P46776,60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2,0,27.702,28,5,11,5,148,16.6,11,28.7,5,0,94036819.63,7.973297933,0.743484707,High,1,
FALSE,High,Master Protein,P62857,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,0,45.698,41,5,15,5,69,7.8,10.7,49.75,5,0,93423749,7.970457291,0.743219826,High,1,
FALSE,High,Master Protein,Q9H7E9,UPF0488 protein C8orf33 OS=Homo sapiens OX=9606 GN=C8orf33 PE=1 SV=1,0,10.844,17,2,2,2,229,25,9.95,4.74,2,0,91548688,7.961652125,0.742398772,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P50914,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,0,38.535,25,5,14,5,215,23.4,10.93,35.26,5,0,91027412.38,7.959172197,0.742167527,High,1,
FALSE,High,Master Protein,Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6,0,135.441,26,18,32,18,825,90.5,6,78.35,18,0,90043734.75,7.9544535,0.741727524,High,1,Phospho [S271]
FALSE,High,Master Protein,O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,0,80.42,26,12,20,7,623,69.6,8.59,43.31,12,5,89667134.75,7.952633292,0.741557795,High,1,
FALSE,High,Master Protein,Q16777,Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,0,38.408,33,4,6,2,129,14,10.9,16.39,4,2,88476954.25,7.946830164,0.741016672,High,1,
FALSE,High,Master Protein,P62829,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,0,70.515,39,6,16,6,140,14.9,10.51,46.52,6,0,88306408.25,7.945992221,0.740938536,High,1,
FALSE,High,Master Protein,P27708,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,0,183.462,17,29,37,29,2225,242.8,6.46,81.8,29,0,88288629.13,7.945904773,0.740930382,High,1,Phospho [S1859]
FALSE,High,Master Protein,Q9UL46,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4,0,103.312,52,9,18,9,239,27.4,5.73,50.41,9,0,88140255.63,7.945174306,0.740862268,High,1,
FALSE,High,Master Protein,P54577,"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4",0,34.861,20,9,10,9,528,59.1,7.05,15.25,9,0,87461476.75,7.941816806,0.740549192,High,1,
FALSE,High,Master Protein,O43399,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2,0,107.639,49,7,16,7,206,22.2,5.36,63.82,7,0,86835618.5,7.938697902,0.740258364,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P60660,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,0,50.134,46,6,11,6,151,16.9,4.65,26.33,6,0,86636305,7.937699922,0.740165306,High,1,
FALSE,High,Master Protein,P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,0,50.165,39,7,16,7,165,18.9,10.15,46.35,7,0,86597420.88,7.937504958,0.740147126,High,1,
FALSE,High,Master Protein,Q9Y262,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1,0,147.463,36,16,30,16,564,66.7,6.34,78.99,16,0,85934335.88,7.934166725,0.739835846,High,1,
FALSE,High,Master Protein,P62854,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,0,32.744,44,4,12,4,115,13,11,9.24,4,0,85594156.44,7.932444116,0.739675218,High,1,
FALSE,High,Master Protein,P11441,Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1,0,51.156,50,7,12,7,157,17.8,8.66,29.78,7,0,84963129,7.929230498,0.739375559,High,1,
FALSE,High,Master Protein,Q92522,Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,0,9.078,11,3,3,3,213,22.5,10.76,7.01,3,0,83890407.5,7.923712304,0.738861005,High,1,
FALSE,High,Master Protein,P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,0,26.765,26,4,6,4,160,18.6,10.49,8.24,4,0,83115723.5,7.91968319,0.738485303,High,1,
FALSE,High,Master Protein,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",0,147.69,23,22,34,22,1262,144.4,6.15,69.76,22,0,82726401.94,7.917644136,0.738295167,High,1,
FALSE,High,Master Protein,P50991,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,0,137.324,39,15,29,14,539,57.9,7.83,68.08,15,0,81174118.5,7.909417581,0.737528067,High,1,
FALSE,High,Master Protein,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,0,87.154,46,10,15,10,325,36.5,5.64,38.35,10,0,80882635.72,7.907855295,0.737382389,High,1,
FALSE,High,Master Protein,P49327,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,0,260.289,23,39,41,39,2511,273.3,6.44,92.64,39,0,80448940.5,7.905520329,0.737164661,High,1,
FALSE,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,131.574,37,18,35,18,508,57.1,4.87,77.01,18,0,77642498.5,7.890099502,0.735726718,High,1,
FALSE,High,Master Protein,P62917,60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2,0,108.987,39,10,17,10,257,28,11.03,45.54,10,0,77141626.19,7.88728879,0.735464628,High,1,
FALSE,High,Master Protein,Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,0,245.776,13,48,53,48,4646,532.1,6.4,93.42,48,0,76815543.08,7.885449105,0.735293083,High,1,
FALSE,High,Master Protein,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,0,117.584,29,18,32,13,586,69.4,6.27,55.2,18,5,76686283.2,7.884717689,0.735224881,High,1,
FALSE,High,Master Protein,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,0,94.692,30,8,19,8,374,42.5,5.63,49.67,8,0,76385280.25,7.883009676,0.735065614,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P63220,40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,0,65.719,60,4,13,4,83,9.1,8.5,33.79,4,0,76096416.19,7.881364204,0.734912179,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,O15018,PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PDZD2 PE=1 SV=4,0.003,2.91,0,1,3,1,2839,301.5,7.43,2.42,1,0,75660113.5,7.878866988,0.734679321,High,1,
FALSE,High,Master Protein,P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,0,138.866,49,17,25,17,535,57.5,6.46,70.92,17,0,75436438.31,7.877581175,0.734559423,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,0,46.108,32,5,16,5,192,21.9,9.95,47.02,5,0,74720762.75,7.873441297,0.734173393,High,1,
FALSE,High,Master Protein,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,0,256.629,55,21,65,5,448,49.9,5.06,187.25,21,0,73542783.5,7.866540063,0.733529875,High,1,
FALSE,High,Master Protein,P50990,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,0,127.956,33,16,22,16,548,59.6,5.6,62.84,16,0,72572204.63,7.860770316,0.732991864,High,1,
FALSE,High,Master Protein,O15371,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,0,145.055,31,15,18,15,548,63.9,6.05,63.06,15,0,72324916.75,7.859287942,0.732853638,High,1,
FALSE,High,Master Protein,P21333,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,0,274.992,21,35,44,33,2647,280.6,6.06,109.33,35,2,71767514.13,7.855927903,0.732540325,High,1,
FALSE,High,Master Protein,P62913,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,0,14.924,17,3,7,3,178,20.2,9.6,11.36,3,0,70411454.09,7.847643313,0.731767813,High,1,
FALSE,High,Master Protein,P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",0,37.236,14,6,6,6,763,82.9,9.04,16.64,6,0,69605933.25,7.842646261,0.731301854,High,1,
FALSE,High,Master Protein,P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,0,115.323,34,12,19,12,472,51.1,8.4,45.73,12,0,69599067.69,7.842603422,0.731297859,High,1,Met-loss [N-Term]; Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,0,117.766,20,15,19,15,999,111.3,5.22,38.03,15,0,69459871.06,7.841733973,0.731216786,High,1,
FALSE,High,Master Protein,P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",0,117.681,30,14,22,13,707,76.1,9.44,58.29,14,1,68827223.59,7.837760251,0.730846249,High,1,
FALSE,High,Master Protein,P40429,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,0,42.534,39,9,24,9,203,23.6,10.93,45.93,9,0,68815221.75,7.837684514,0.730839187,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,0,23.829,41,4,8,4,103,11.4,11.36,20.52,4,0,68440357.38,7.835312269,0.730617982,High,1,
FALSE,High,Master Protein,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,0,394.094,73,27,97,3,445,49.8,4.89,283.25,27,1,67262759.25,7.827774679,0.729915126,High,1,
FALSE,High,Master Protein,A4FU49,SH3 domain-containing protein 21 OS=Homo sapiens OX=9606 GN=SH3D21 PE=2 SV=2,0.007,2.421,5,2,4,2,640,70.5,5.76,4.18,2,0,66562001,7.823226369,0.72949101,High,1,Acetyl [K598]
FALSE,High,Master Protein,P06753,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2,0,69.78,24,8,16,3,285,32.9,4.72,43.27,8,4,66273792,7.82134182,0.729315282,High,1,
FALSE,High,Master Protein,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,0,124.489,39,15,24,15,531,58,6.68,72.92,15,0,65251812.5,7.81459258,0.728685937,High,1,
FALSE,High,Master Protein,P61313,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,0,46.578,23,6,16,6,204,24.1,11.62,32.97,6,0,65033972.16,7.813140281,0.728550515,High,1,
FALSE,High,Master Protein,P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",0,103.076,38,17,23,17,501,57.1,6.55,53.27,17,0,64873933.25,7.81207023,0.728450736,High,1,
FALSE,High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,0,104.201,34,16,26,16,556,60.3,6.11,53.5,16,0,62051353,7.792751256,0.726649303,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,0,41.978,29,6,11,6,216,23.7,9.41,22.29,6,0,61813490.63,7.791083269,0.726493768,High,1,
FALSE,High,Master Protein,Q7L5D6,Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1,0,88.018,31,9,21,9,327,36.5,5.41,42.2,9,0,61106883.75,7.786090137,0.726028175,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O60664,Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3,0,91.091,38,10,14,10,434,47,5.44,36.42,10,0,60820703.88,7.784051442,0.725838073,High,1,
FALSE,High,Master Protein,P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0,109.628,27,13,21,6,636,70.6,9.5,65.58,13,6,60465634.25,7.781508613,0.725600962,High,1,
FALSE,High,Master Protein,P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,0,92.367,49,12,16,12,315,36.1,5.08,45.4,12,0,59174502.75,7.772134617,0.724726867,High,1,
FALSE,High,Master Protein,O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,0,255.893,11,37,41,37,4834,526.9,6.28,95.33,37,0,58725329,7.768825459,0.724418298,High,1,
