Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,Medium,Master Protein,Q5RKV6,Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,0.01,2.338,3,1,1,1,272,28.2,6.28,1.95,1,0,,High,1,
FALSE,Medium,Master Protein,Q8N697,Solute carrier family 15 member 4 OS=Homo sapiens OX=9606 GN=SLC15A4 PE=1 SV=1,0.025,1.775,1,1,1,1,577,62,9,1.87,1,0,2040351.125,High,1,
FALSE,High,Master Protein,Q5D862,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1,0,4.55,1,1,1,1,2391,247.9,8.31,2.25,1,0,530152,High,1,
FALSE,Low,Master Protein,Q96RW7,Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2,0.175,1.04,0,1,1,1,5635,613,6.49,0,1,0,1522871.625,High,1,Methyl [R5402]
FALSE,Low,Master Protein,Q6IE81,Protein Jade-1 OS=Homo sapiens OX=9606 GN=JADE1 PE=1 SV=1,0.243,0.868,1,1,1,1,842,95.5,7.91,0,1,0,7825501.5,High,1,Phospho [S590]; Methyl [K581]
FALSE,High,Master Protein,Q02413,Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2,0.004,2.499,1,1,1,1,1049,113.7,5.03,2.47,1,0,341687.1563,High,1,
FALSE,Low,Master Protein,Q92616,eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,0.093,1.381,0,1,1,1,2671,292.6,7.47,0,1,0,,High,1,
FALSE,High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,0,4.625,3,1,1,1,406,46.1,5.48,2.77,1,0,,High,1,
FALSE,Low,Master Protein,P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,0.173,1.072,1,1,1,1,621,69.7,6.15,0,1,0,817751,High,1,
FALSE,Low,Master Protein,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens OX=9606 GN=DPYD PE=1 SV=2,0.209,0.95,1,1,1,1,1025,111.3,7.05,2.12,1,0,1506031,High,1,Methyl [K580]
FALSE,Low,Master Protein,Q8WYP5,Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3,0.24,0.882,1,1,1,1,2266,252.3,6.6,0,1,0,,High,1,Phospho [T92; T101; Y109]; Methyl [K115]
FALSE,Low,Master Protein,Q9BRP8,Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1,0.135,1.23,9,1,1,1,204,22.6,9.45,0,1,0,472916.1563,High,1,
FALSE,Low,Master Protein,Q8IY92,Structure-specific endonuclease subunit SLX4 OS=Homo sapiens OX=9606 GN=SLX4 PE=1 SV=3,0.11,1.301,1,1,1,1,1834,199.9,6.06,2.43,1,0,3850727.25,High,1,
FALSE,Medium,Master Protein,O76021,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,0.023,1.964,3,1,1,1,490,54.9,10.13,1.93,1,0,350757.9375,High,1,
FALSE,Low,Master Protein,P47897,Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1,0.074,1.431,1,1,1,1,775,87.7,7.15,2.35,1,0,815471.6875,High,1,
FALSE,Low,Master Protein,Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,0.065,1.521,0,1,1,1,5890,628.7,6.15,2.2,1,0,1302090.625,High,1,Acetyl [K1322]
FALSE,Low,Master Protein,Q96DT7,Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZBTB10 PE=1 SV=2,0.271,0.803,1,1,1,1,871,94.8,5.16,0,1,0,156097.7813,High,1,Phospho [S466]
FALSE,Low,Master Protein,Q9UNS2,COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3,0.163,1.145,3,1,1,1,423,47.8,6.65,1.68,1,0,,High,1,
FALSE,High,Master Protein,P28799,Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2,0.004,2.83,3,1,1,1,593,63.5,6.83,0,1,0,,High,1,
FALSE,Low,Master Protein,P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,0.1,1.351,8,1,1,1,107,11.7,10.32,1.63,1,0,413800.3438,High,1,
FALSE,Medium,Master Protein,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4,0.023,1.943,2,1,1,1,589,65.3,5.11,2.31,1,0,,High,1,
FALSE,High,Master Protein,P55769,NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3,0.004,2.783,9,1,1,1,128,14.2,8.46,2.19,1,0,,High,1,
FALSE,Low,Master Protein,A6NFD8,Hairy and enhancer of split-related protein HELT OS=Homo sapiens OX=9606 GN=HELT PE=2 SV=2,0.245,0.836,4,1,1,1,242,26.9,9.36,0,1,0,1070562.75,High,1,
FALSE,Low,Master Protein,Q9Y467,Sal-like protein 2 OS=Homo sapiens OX=9606 GN=SALL2 PE=1 SV=4,0.203,0.961,2,1,1,1,1007,105.2,6.3,0,1,0,2283883.5,High,1,Phospho [T564]
FALSE,Low,Master Protein,O00471,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1,0.221,0.936,1,1,1,1,708,81.8,6.71,0,1,0,,High,1,Methyl [K66]
FALSE,High,Master Protein,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,0.004,2.947,2,1,1,1,808,89.2,4.65,2.02,1,0,,High,1,
FALSE,Low,Master Protein,P50748,Kinetochore-associated protein 1 OS=Homo sapiens OX=9606 GN=KNTC1 PE=1 SV=1,0.065,1.519,0,1,1,1,2209,250.6,5.97,0,1,0,,High,1,
FALSE,Low,Master Protein,Q2LD37,Transmembrane protein KIAA1109 OS=Homo sapiens OX=9606 GN=KIAA1109 PE=1 SV=2,0.266,0.81,0,1,1,1,5005,555.1,6.58,0,1,0,451519.9375,High,1,Phospho [T394; T400]; Methyl [R403]
FALSE,High,Master Protein,Q08945,FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,0,4.562,2,1,1,1,709,81,6.87,3.39,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Medium,Master Protein,Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,0.025,1.807,3,1,1,1,638,71.4,5.2,1.78,1,0,,High,1,
FALSE,Low,Master Protein,O95870,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,0.235,0.893,2,1,1,1,558,63.2,8.13,0,1,0,3607925,High,1,
FALSE,High,Master Protein,Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,0.004,2.891,4,1,1,1,223,25.8,9.54,2.13,1,0,610777.25,High,1,
FALSE,Low,Master Protein,A8MXV6,CMT1A duplicated region transcript 15 protein-like protein OS=Homo sapiens OX=9606 GN=CDRT15L2 PE=2 SV=1,0.255,0.82,14,1,1,1,281,30.1,9.36,0,1,0,,High,1,Phospho [T141]; Methyl [K127]
FALSE,Low,Master Protein,O95718,Steroid hormone receptor ERR2 OS=Homo sapiens OX=9606 GN=ESRRB PE=1 SV=3,0.255,0.819,5,1,1,1,433,48,7.87,0,1,0,,High,1,Acetyl [K365]
FALSE,Low,Master Protein,Q8N328,PiggyBac transposable element-derived protein 3 OS=Homo sapiens OX=9606 GN=PGBD3 PE=1 SV=3,0.254,0.819,2,1,1,1,593,67.6,7.72,2.29,1,0,10540036,High,1,
FALSE,Low,Master Protein,Q9ULX5,RING finger protein 112 OS=Homo sapiens OX=9606 GN=RNF112 PE=1 SV=2,0.167,1.091,2,1,1,1,631,68.3,8.51,0,1,0,,High,1,Phospho [S145]
FALSE,Low,Master Protein,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2",0.242,0.859,3,1,1,1,535,57.2,8.28,2.44,1,0,,High,1,Methyl [K265]
FALSE,Low,Master Protein,Q9H0Q0,CYFIP-related Rac1 interactor A OS=Homo sapiens OX=9606 GN=CYRIA PE=2 SV=1,0.158,1.181,6,1,1,1,323,37.3,6.01,2.26,1,0,2687637,High,1,Methyl [K231]
FALSE,Low,Master Protein,Q14324,"Myosin-binding protein C, fast-type OS=Homo sapiens OX=9606 GN=MYBPC2 PE=1 SV=2",0.077,1.421,1,1,1,1,1141,128,7.52,0,1,0,478913.2188,High,1,
FALSE,Low,Master Protein,Q8TB22,Spermatogenesis-associated protein 20 OS=Homo sapiens OX=9606 GN=SPATA20 PE=2 SV=3,0.241,0.874,1,1,1,1,786,87.8,7.43,0,1,0,5063310.5,High,1,
FALSE,Low,Master Protein,P63173,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,0.244,0.868,14,1,1,1,70,8.2,10.1,0,1,0,1469633.875,High,1,
FALSE,Low,Master Protein,Q5SQI0,Alpha-tubulin N-acetyltransferase 1 OS=Homo sapiens OX=9606 GN=ATAT1 PE=1 SV=1,0.103,1.345,6,1,1,1,421,46.8,9.95,3.39,1,0,,High,1,Phospho [T45]; Methyl [R36]
FALSE,Low,Master Protein,P40938,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,0.185,1.008,4,1,1,1,356,40.5,8.34,0,1,0,,High,1,
FALSE,Medium,Master Protein,Q9Y276,Mitochondrial chaperone BCS1 OS=Homo sapiens OX=9606 GN=BCS1L PE=1 SV=1,0.012,2.28,2,1,1,1,419,47.5,8.5,2.35,1,0,3417039.25,High,1,
FALSE,Low,Master Protein,P84090,Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,0.16,1.13,11,1,1,1,104,12.3,5.92,2.01,1,0,568995.0625,High,1,
FALSE,Low,Master Protein,Q6X4W1,NMDA receptor synaptonuclear signaling and neuronal migration factor OS=Homo sapiens OX=9606 GN=NSMF PE=1 SV=1,0.157,1.187,3,1,1,1,530,60.1,9.07,1.91,1,0,1771970.375,High,1,
FALSE,Medium,Master Protein,Q15019,Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1,0.046,1.622,5,1,1,1,361,41.5,6.6,1.61,1,0,,High,1,
FALSE,Low,Master Protein,Q15413,Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=3,0.183,1.012,0,1,1,1,4870,551.7,5.68,0,1,0,,High,1,
FALSE,Low,Master Protein,Q92932,Receptor-type tyrosine-protein phosphatase N2 OS=Homo sapiens OX=9606 GN=PTPRN2 PE=1 SV=2,0.251,0.831,3,1,1,1,1015,111.2,5.83,1.95,1,0,2934556.75,High,1,Phospho [T210]
FALSE,High,Master Protein,Q9NZ72,Stathmin-3 OS=Homo sapiens OX=9606 GN=STMN3 PE=1 SV=3,0.008,2.349,7,1,1,1,180,21,7.49,0,1,0,940590.625,High,1,Acetyl [K77; K78]; Phospho [S81]
FALSE,High,Master Protein,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,0,3.523,12,1,1,1,103,11.4,11.36,2.38,1,0,,High,1,
FALSE,Medium,Master Protein,P14678,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2,0.023,1.868,3,1,1,1,240,24.6,11.19,2.09,1,0,1574110.25,High,1,
FALSE,High,Master Protein,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1",0,3.405,10,1,1,1,282,31.3,4.84,2.85,1,0,,High,1,
FALSE,Low,Master Protein,Q15678,Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens OX=9606 GN=PTPN14 PE=1 SV=2,0.239,0.881,2,1,1,1,1187,135.2,8.31,2.07,1,0,,High,1,
FALSE,Low,Master Protein,Q7Z6P3,Ras-related protein Rab-44 OS=Homo sapiens OX=9606 GN=RAB44 PE=1 SV=4,0.181,1.017,1,1,1,1,1021,110.8,5.08,0,1,0,,High,1,
FALSE,Low,Master Protein,Q96F86,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,0.119,1.268,3,1,1,1,508,56,7.11,2.32,1,0,,High,1,
FALSE,Low,Master Protein,Q9NZT1,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,0.163,1.121,10,1,1,1,146,15.9,4.44,1.91,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q9BTW9,Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2,0.144,1.208,1,1,1,1,1192,132.5,6.19,0,1,0,,High,1,
FALSE,Medium,Master Protein,P35268,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,0.014,2.149,9,1,1,1,128,14.8,9.19,2.25,1,0,2035512.75,High,1,
FALSE,Low,Master Protein,P06133,UDP-glucuronosyltransferase 2B4 OS=Homo sapiens OX=9606 GN=UGT2B4 PE=1 SV=2,0.252,0.828,2,1,1,1,528,60.5,8.51,0,1,0,206108.0156,High,1,
FALSE,Low,Master Protein,P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,0.163,1.111,2,1,1,1,998,112.3,6.39,0,1,0,,High,1,
FALSE,Low,Master Protein,P52569,Cationic amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A2 PE=1 SV=2,0.174,1.052,2,1,1,1,658,71.6,7.28,2.38,1,0,9378887,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q7Z6J0,E3 ubiquitin-protein ligase SH3RF1 OS=Homo sapiens OX=9606 GN=SH3RF1 PE=1 SV=2,0.12,1.263,2,1,1,1,888,93.1,8.54,3.02,1,0,1621073.375,High,1,
FALSE,Low,Master Protein,Q7Z3E1,Protein mono-ADP-ribosyltransferase TIPARP OS=Homo sapiens OX=9606 GN=TIPARP PE=1 SV=1,0.093,1.39,1,1,1,1,657,76.2,6.65,1.64,1,0,435552.375,High,1,
FALSE,Low,Master Protein,Q8TBA6,Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,0.167,1.096,2,1,1,1,731,83,5.83,3.02,1,0,,High,1,Acetyl [N-Term]; Phospho [S2]; Methyl [K10; R17]
FALSE,Low,Master Protein,Q2M329,Coiled-coil domain-containing protein 96 OS=Homo sapiens OX=9606 GN=CCDC96 PE=1 SV=2,0.185,1.007,2,1,1,1,555,62.7,4.94,2.57,1,0,,High,1,
FALSE,High,Master Protein,P20930,Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3,0.004,2.534,0,1,1,1,4061,434.9,9.25,2.3,1,0,,High,1,
FALSE,Low,Master Protein,Q5T9A4,ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1,0.235,0.898,2,1,1,1,648,72.5,9.2,2.08,1,0,,High,1,Phospho [Y351]
FALSE,High,Master Protein,P06703,Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1,0.004,2.45,9,1,1,1,90,10.2,5.48,2.75,1,0,2794251.75,High,1,
FALSE,High,Master Protein,P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,0,3.652,1,1,1,1,1249,138.3,6.32,2.27,1,0,,High,1,
FALSE,Low,Master Protein,Q9UN72,Protocadherin alpha-7 OS=Homo sapiens OX=9606 GN=PCDHA7 PE=2 SV=1,0.225,0.918,1,1,1,1,937,100.8,5.22,0,1,0,951802.0625,High,1,Phospho [T136]
FALSE,Low,Master Protein,Q14952,Killer cell immunoglobulin-like receptor 2DS3 OS=Homo sapiens OX=9606 GN=KIR2DS3 PE=2 SV=1,0.142,1.211,10,1,1,1,304,33.7,6.58,0,1,0,,High,1,Phospho [Y101]; Methyl [K128]
FALSE,Low,Master Protein,Q92485,Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens OX=9606 GN=SMPDL3B PE=1 SV=2,0.172,1.066,5,1,1,1,455,50.8,5.64,3.42,1,0,79836480,High,1,Methyl [K244]
FALSE,Low,Master Protein,Q5JRM2,Uncharacterized protein CXorf66 OS=Homo sapiens OX=9606 GN=CXorf66 PE=1 SV=1,0.145,1.199,2,1,1,1,361,39.9,9.54,2.05,1,0,599095.375,High,1,
FALSE,Low,Master Protein,Q86WZ0,HEAT repeat-containing protein 4 OS=Homo sapiens OX=9606 GN=HEATR4 PE=2 SV=2,0.106,1.338,1,1,1,1,1026,117.1,9.11,0,1,0,2358206.25,High,1,Phospho [S820]; Methyl [R819]
FALSE,High,Master Protein,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,0,3.414,5,1,1,1,224,25.2,9.28,2.34,1,0,504345.7188,High,1,
FALSE,Low,Master Protein,P78406,mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,0.082,1.408,4,1,1,1,368,40.9,7.83,0,1,0,,High,1,
FALSE,Low,Master Protein,Q14254,Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2,0.257,0.813,4,1,1,1,428,47,5.25,2.56,1,0,,High,1,Methyl [K81]
FALSE,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,0.008,2.345,3,1,1,1,432,47.7,6.34,1.75,1,0,,High,1,
FALSE,Low,Master Protein,Q8N350,Voltage-dependent calcium channel beta subunit-associated regulatory protein OS=Homo sapiens OX=9606 GN=CBARP PE=1 SV=3,0.252,0.829,1,1,1,1,705,73.9,6.4,0,1,0,1078785.25,High,1,
FALSE,Low,Master Protein,Q8NEZ4,Histone-lysine N-methyltransferase 2C OS=Homo sapiens OX=9606 GN=KMT2C PE=1 SV=3,0.11,1.307,0,1,1,1,4911,541,6.49,2.88,1,0,,High,1,Phospho [T1219]
FALSE,Low,Master Protein,P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",0.093,1.38,1,1,1,1,501,57.1,6.55,1.93,1,0,1012315.125,High,1,
FALSE,Low,Master Protein,Q8IXS0,Protein FAM217A OS=Homo sapiens OX=9606 GN=FAM217A PE=1 SV=2,0.151,1.193,3,1,1,1,508,57.4,8.44,2.79,1,0,,High,1,
FALSE,Medium,Master Protein,Q5SNV9,Uncharacterized protein C1orf167 OS=Homo sapiens OX=9606 GN=C1orf167 PE=2 SV=2,0.024,1.77,2,1,1,1,1468,162.3,10.7,3.83,1,0,,High,1,
FALSE,Medium,Master Protein,O60934,Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,0.021,2.003,2,1,1,1,754,84.9,6.9,2.64,1,0,2432616,High,1,
FALSE,Low,Master Protein,O00567,Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4,0.175,1.04,4,1,1,1,594,66,9.19,0,1,0,,High,1,Phospho [S290]
FALSE,Low,Master Protein,Q96M94,Kelch-like protein 15 OS=Homo sapiens OX=9606 GN=KLHL15 PE=1 SV=2,0.162,1.12,3,1,1,1,604,69.7,6.4,2.98,1,0,8619486,High,1,Phospho [T156]; Methyl [K153]
FALSE,High,Master Protein,P84103,Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,0.004,3.1,13,1,1,1,164,19.3,11.65,3.54,1,0,,High,1,
FALSE,Medium,Master Protein,O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,0.012,2.249,2,1,1,1,795,90.9,7.46,1.85,1,0,,High,1,
FALSE,Low,Master Protein,P17535,Transcription factor jun-D OS=Homo sapiens OX=9606 GN=JUND PE=1 SV=3,0.21,0.948,6,1,1,1,347,35.2,7.37,2.84,1,0,9689135,High,1,Phospho [S110]
FALSE,Low,Master Protein,Q8IW93,Rho guanine nucleotide exchange factor 19 OS=Homo sapiens OX=9606 GN=ARHGEF19 PE=1 SV=1,0.174,1.033,2,1,1,1,802,89.1,7.53,3.36,1,0,13554456,High,1,Methyl [R441]
FALSE,High,Master Protein,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0.002,3.256,4,1,1,1,573,61,5.87,2.02,1,0,,High,1,
FALSE,High,Master Protein,Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1,0.006,2.399,2,1,1,1,671,74.3,7.49,0,1,0,,High,1,
FALSE,Low,Master Protein,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2,0.248,0.832,7,1,1,1,423,47.6,5.52,0,1,0,,High,1,Phospho [S148]; Methyl [K144; R152]
FALSE,High,Master Protein,Q13895,Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,0,4.544,5,1,1,1,437,49.6,8.12,3.37,1,0,567750.9375,High,1,
FALSE,Low,Master Protein,P10398,Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2,0.161,1.139,1,1,1,1,606,67.5,9.01,0,1,0,122579.4688,High,1,
FALSE,Low,Master Protein,Q8WX93,Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3,0.176,1.045,1,1,1,1,1383,150.5,7.09,0,1,0,,High,1,Phospho [S279]; Methyl [R278]
FALSE,Low,Master Protein,Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2,0.107,1.325,1,1,1,1,2115,238.1,5.78,1.82,1,0,,High,1,Phospho [S1601]
FALSE,High,Master Protein,Q99453,Paired mesoderm homeobox protein 2B OS=Homo sapiens OX=9606 GN=PHOX2B PE=1 SV=2,0.008,2.352,4,1,1,1,314,31.6,8.84,2.81,1,0,1736643.375,High,1,Acetyl [K155]
FALSE,Low,Master Protein,Q96DN2,von Willebrand factor C and EGF domain-containing protein OS=Homo sapiens OX=9606 GN=VWCE PE=1 SV=2,0.241,0.858,1,1,1,1,955,99.8,6.48,0,1,0,,High,1,Acetyl [N-Term]
FALSE,Low,Master Protein,Q9UKN7,Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2,0.186,1,0,1,1,1,3530,395,9.17,0,1,0,10676037,High,1,
FALSE,Low,Master Protein,O43933,Peroxisome biogenesis factor 1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1,0.158,1.182,1,1,1,1,1283,142.8,6.33,3.28,1,0,,High,1,
FALSE,Low,Master Protein,O76081,Regulator of G-protein signaling 20 OS=Homo sapiens OX=9606 GN=RGS20 PE=1 SV=4,0.222,0.922,4,1,1,1,388,43.7,6.92,2.59,1,0,,High,1,Methyl [R91]
FALSE,Low,Master Protein,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,0.074,1.437,2,1,1,1,531,57.9,7.84,2.16,1,0,,High,1,
FALSE,Low,Master Protein,Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,0.083,1.394,5,1,1,1,314,34,9.91,3.08,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q0IIN9,Putative uncharacterized protein ZNF252P-AS1 OS=Homo sapiens OX=9606 GN=ZNF252P-AS1 PE=5 SV=1,0.175,1.027,5,1,1,1,211,22.5,8.37,0,1,0,,High,1,
FALSE,Medium,Master Protein,P12268,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2,0.01,2.305,2,1,1,1,514,55.8,6.9,1.78,1,0,329099.875,High,1,
FALSE,Low,Master Protein,P53621,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,0.198,0.971,1,1,1,1,1224,138.3,7.66,1.62,1,0,13976732,High,1,
FALSE,Low,Master Protein,Q5HYW2,NHS-like protein 2 OS=Homo sapiens OX=9606 GN=NHSL2 PE=1 SV=2,0.194,0.98,1,1,1,1,1225,133.2,7.77,0,1,0,,High,1,
FALSE,Low,Master Protein,Q8N3T6,Transmembrane protein 132C OS=Homo sapiens OX=9606 GN=TMEM132C PE=2 SV=3,0.214,0.942,1,1,1,1,1108,121.7,6.35,2.19,1,0,,High,1,
FALSE,Low,Master Protein,Q53HC0,Coiled-coil domain-containing protein 92 OS=Homo sapiens OX=9606 GN=CCDC92 PE=1 SV=2,0.202,0.969,3,1,1,1,331,36.9,8.9,1.63,1,0,,High,1,
FALSE,Low,Master Protein,O60673,DNA polymerase zeta catalytic subunit OS=Homo sapiens OX=9606 GN=REV3L PE=1 SV=2,0.137,1.226,1,1,1,1,3130,352.6,8.47,2.46,1,0,,High,1,Acetyl [K1554]
FALSE,Low,Master Protein,Q13797,Integrin alpha-9 OS=Homo sapiens OX=9606 GN=ITGA9 PE=1 SV=2,0.256,0.813,4,1,1,1,1035,114.4,6.14,0,1,0,2183701,High,1,Phospho [T203; T220]
FALSE,Low,Master Protein,Q9BQG1,Synaptotagmin-3 OS=Homo sapiens OX=9606 GN=SYT3 PE=1 SV=1,0.27,0.802,2,1,1,1,590,63.3,6.62,1.92,1,0,6323384,High,1,Acetyl [K559]
FALSE,Low,Master Protein,P09848,Lactase-phlorizin hydrolase OS=Homo sapiens OX=9606 GN=LCT PE=1 SV=3,0.219,0.928,1,1,1,1,1927,218.5,6.34,2.38,1,0,,High,1,Phospho [Y476]
FALSE,High,Master Protein,Q9NRX1,RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1,0,4.05,6,1,1,1,252,27.9,9.73,3.01,1,0,,High,1,
FALSE,Medium,Master Protein,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,0.045,1.652,5,1,1,1,286,32.9,5.69,0,1,0,,High,1,
FALSE,Low,Master Protein,Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,0.22,0.932,2,1,1,1,895,100.2,5.67,0,1,0,,High,1,
FALSE,Medium,Master Protein,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1,0.023,1.9,1,1,1,1,1047,119.8,5.66,2.07,1,0,129091.1094,High,1,
